trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2959,False,"{'a': 0.002, 'e': 0.0026959624879338505}",20,9,21.615106124089543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2960,False,"{'a': 0.002, 'e': 0.0026905759512901393}",25,11,20.63356242139736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2961,False,"{'a': 0.002, 'e': 0.0026852001769538205}",20,0,34.17423300241047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2962,False,"{'a': 0.002, 'e': 0.00267983514342179}",25,17,14.976941693568968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2963,False,"{'a': 0.002, 'e': 0.0026744808292339037}",25,0,39.40975692838149,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2964,False,"{'a': 0.002, 'e': 0.0026691372129729026}",25,17,15.279254766794352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2965,False,"{'a': 0.002, 'e': 0.0026638042732643123}",30,12,36.815820492822354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2966,False,"{'a': 0.002, 'e': 0.002658481988776367}",30,14,32.88599360566686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2967,False,"{'a': 0.002, 'e': 0.002653170338219919}",25,8,28.847267383031337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2968,False,"{'a': 0.002, 'e': 0.002647869300348364}",20,16,5.841971862135694,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2969,False,"{'a': 0.002, 'e': 0.0026425788539575406}",30,14,29.25849659402525,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2970,False,"{'a': 0.002, 'e': 0.0026372989778856567}",20,16,7.485690839895012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2971,False,"{'a': 0.002, 'e': 0.0026320296510131984}",25,18,14.615373312895503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2972,False,"{'a': 0.002, 'e': 0.0026267708522628554}",25,15,17.581503321195363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2973,False,"{'a': 0.002, 'e': 0.0026215225605994243}",20,15,9.762639347011303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2974,False,"{'a': 0.002, 'e': 0.0026162847550297305}",30,8,37.65361776247842,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2975,False,"{'a': 0.002, 'e': 0.0026110574146025432}",20,16,8.696574592182625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2976,False,"{'a': 0.002, 'e': 0.0026058405184084983}",20,11,17.803529973560686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2977,False,"{'a': 0.002, 'e': 0.0026006340455800013}",20,12,17.51941175959483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2978,False,"{'a': 0.002, 'e': 0.0025954379752911537}",30,19,22.186431728247545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2979,False,"{'a': 0.002, 'e': 0.002590252286757666}",20,8,17.698812149132905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2980,False,"{'a': 0.002, 'e': 0.002585076959236781}",20,14,13.876448845437828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2981,False,"{'a': 0.002, 'e': 0.00257991197202718}",35,22,26.66001318258001,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2982,False,"{'a': 0.002, 'e': 0.002574757304468907}",20,0,32.796438550752256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2983,False,"{'a': 0.002, 'e': 0.0025696129359432823}",20,16,6.152795599697946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2984,False,"{'a': 0.002, 'e': 0.0025644788458728304}",25,13,19.01610130115678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2985,False,"{'a': 0.002, 'e': 0.0025593550137211806}",20,6,26.32270323156808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2986,False,"{'a': 0.002, 'e': 0.0025542414189929983}",20,11,15.67163521400909,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2987,False,"{'a': 0.002, 'e': 0.0025491380412338955}",20,10,19.218906972445005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2988,False,"{'a': 0.002, 'e': 0.002544044860030359}",25,15,17.337476494570726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2989,False,"{'a': 0.002, 'e': 0.0025389618550096544}",25,10,26.5344447241921,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2990,False,"{'a': 0.002, 'e': 0.002533889005839755}",25,18,13.687594376883787,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2991,False,"{'a': 0.002, 'e': 0.0025288262922292556}",20,10,16.94928251134408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2992,False,"{'a': 0.002, 'e': 0.002523773693927299}",20,8,21.39158838513049,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2993,False,"{'a': 0.002, 'e': 0.0025187311907234828}",20,7,26.343116889937093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2994,False,"{'a': 0.002, 'e': 0.002513698762447788}",25,13,19.876001376080776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2995,False,"{'a': 0.002, 'e': 0.0025086763889704926}",25,15,19.529222812247227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.002, 'e': 0.0025036640502021}",20,6,24.633147910368358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2997,False,"{'a': 0.002, 'e': 0.0024986617260932464}",30,16,25.207512180772575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2998,False,"{'a': 0.002, 'e': 0.002493669396634629}",25,13,23.71815469515286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.002, 'e': 0.0024886870418569206}",20,6,27.242832181006193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.002, 'e': 0.0024837146418307}",20,10,19.33438718995352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.002, 'e': 0.0024787521766663585}",20,9,22.217727401895555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3002,False,"{'a': 0.002, 'e': 0.0024737996265140286}",25,8,26.569678651881922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.002, 'e': 0.002468856971563501}",25,17,17.164466075010754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3004,False,"{'a': 0.002, 'e': 0.0024639241920441533}",20,14,11.367121950149677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.002, 'e': 0.0024590012682248596}",20,6,20.03220843817438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.002, 'e': 0.002454088180413917}",30,24,9.573454919433868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3007,False,"{'a': 0.002, 'e': 0.0024491849089589663}",20,11,16.466747085597227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3008,False,"{'a': 0.002, 'e': 0.002444291434246919}",20,16,6.519718769186436,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3009,False,"{'a': 0.002, 'e': 0.002439407736703868}",30,16,32.47658082099812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3010,False,"{'a': 0.002, 'e': 0.0024345337967950163}",20,11,18.237585983972068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3011,False,"{'a': 0.002, 'e': 0.0024296695950245953}",35,15,36.93615672865967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3012,False,"{'a': 0.002, 'e': 0.0024248151119357964}",25,14,20.697242657597815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3013,False,"{'a': 0.002, 'e': 0.0024199703281106784}",30,23,12.291618337342822,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3014,False,"{'a': 0.002, 'e': 0.0024151352241700993}",25,13,24.67897643481765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3015,False,"{'a': 0.002, 'e': 0.002410309780773635}",20,13,13.739592160009005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3016,False,"{'a': 0.002, 'e': 0.0024054939786195095}",20,16,8.527817770767559,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3017,False,"{'a': 0.002, 'e': 0.002400687798444506}",30,4,44.47579982158746,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
3018,False,"{'a': 0.002, 'e': 0.0023958912210238974}",20,5,27.33765807865771,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3019,False,"{'a': 0.002, 'e': 0.002391104227171365}",20,12,12.196498694929423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3020,False,"{'a': 0.002, 'e': 0.0023863267977389316}",20,11,16.926007779056015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3021,False,"{'a': 0.002, 'e': 0.0023815589136168707}",20,13,14.758574691960535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3022,False,"{'a': 0.002, 'e': 0.00237680055573364}",25,18,10.562507179798029,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3023,False,"{'a': 0.002, 'e': 0.002372051705055799}",25,14,16.30811138732682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3024,False,"{'a': 0.002, 'e': 0.002367312342587943}",20,0,32.87166054147732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3025,False,"{'a': 0.002, 'e': 0.002362582449372614}",20,16,7.063742058139552,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3026,False,"{'a': 0.002, 'e': 0.002357862006490233}",25,13,23.56853465119004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3027,False,"{'a': 0.002, 'e': 0.0023531509950590187}",20,4,26.461628746136462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3028,False,"{'a': 0.002, 'e': 0.002348449396234925}",25,8,31.050529072511846,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3029,False,"{'a': 0.002, 'e': 0.002343757191211547}",25,14,24.576825131783128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3030,False,"{'a': 0.002, 'e': 0.0023390743612200595}",20,9,20.853989342356876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3031,False,"{'a': 0.002, 'e': 0.002334400887529133}",20,2,28.91950628086693,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3032,False,"{'a': 0.002, 'e': 0.0023297367514448714}",25,12,23.69716620424178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3033,False,"{'a': 0.002, 'e': 0.002325081934310722}",30,20,16.39033596762183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3034,False,"{'a': 0.002, 'e': 0.00232043641750741}",20,9,21.793619293769293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3035,False,"{'a': 0.002, 'e': 0.00231580018245286}",30,14,31.629861638327363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3036,False,"{'a': 0.002, 'e': 0.002311173210602129}",20,10,18.358861433306856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3037,False,"{'a': 0.002, 'e': 0.0023065554834473226}",20,14,12.834707829254944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3038,False,"{'a': 0.002, 'e': 0.002301946982517525}",30,21,19.969996447124675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3039,False,"{'a': 0.002, 'e': 0.0022973476893787246}",25,15,14.519927795626657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3040,False,"{'a': 0.002, 'e': 0.0022927575856337475}",20,5,28.851557435351925,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3041,False,"{'a': 0.002, 'e': 0.0022881766529221693}",30,16,25.813541728875943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3042,False,"{'a': 0.002, 'e': 0.002283604872920254}",25,11,26.953903237884077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3043,False,"{'a': 0.002, 'e': 0.0022790422273408733}",20,5,30.16033075322203,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3044,False,"{'a': 0.002, 'e': 0.0022744886979334422}",25,10,31.31085752724604,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3045,False,"{'a': 0.002, 'e': 0.002269944266483836}",30,12,30.05674583276045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3046,False,"{'a': 0.002, 'e': 0.002265408914814322}",20,15,7.831341363261995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3047,False,"{'a': 0.002, 'e': 0.002260882624783486}",25,12,22.266198925278374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3048,False,"{'a': 0.002, 'e': 0.0022563653782861656}",20,16,9.177790837048029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3049,False,"{'a': 0.002, 'e': 0.002251857157253367}",20,10,20.96056373329788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3050,False,"{'a': 0.002, 'e': 0.0022473579436521995}",25,9,26.545662012161316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3051,False,"{'a': 0.002, 'e': 0.002242867719485801}",20,16,7.787609828843308,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3052,False,"{'a': 0.002, 'e': 0.0022383864667932735}",25,19,10.535140825484635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3053,False,"{'a': 0.002, 'e': 0.0022339141676495974}",20,0,34.84665743518707,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3054,False,"{'a': 0.002, 'e': 0.0022294508041655705}",30,16,29.358762257397835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3055,False,"{'a': 0.002, 'e': 0.0022249963584877307}",20,6,24.838384442967065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3056,False,"{'a': 0.002, 'e': 0.002220550812798294}",20,9,19.355199339615368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3057,False,"{'a': 0.002, 'e': 0.0022161141493150685}",25,15,17.148254562593237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3058,False,"{'a': 0.002, 'e': 0.0022116863502913953}",35,25,16.473731300476437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3059,False,"{'a': 0.002, 'e': 0.0022072673980160704}",20,16,6.583967591263964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3060,False,"{'a': 0.002, 'e': 0.0022028572748132827}",25,17,16.196028481118006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3061,False,"{'a': 0.002, 'e': 0.0021984559630425313}",25,11,26.542454070223318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3062,False,"{'a': 0.002, 'e': 0.002194063445098563}",30,13,32.102248459647754,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3063,False,"{'a': 0.002, 'e': 0.0021896797034112988}",20,9,25.452194326168744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3064,False,"{'a': 0.002, 'e': 0.0021853047204457698}",25,13,19.872104273603306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3065,False,"{'a': 0.002, 'e': 0.0021809384787020362}",25,11,26.62041748960271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3066,False,"{'a': 0.002, 'e': 0.0021765809607151255}",25,14,18.089869570736504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3067,False,"{'a': 0.002, 'e': 0.0021722321490549577}",20,2,30.006299366047262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3068,False,"{'a': 0.002, 'e': 0.0021678920263262847}",25,9,32.67817047452611,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3069,False,"{'a': 0.002, 'e': 0.002163560575168607}",30,15,26.683538075331597,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3070,False,"{'a': 0.002, 'e': 0.002159237778256115}",30,9,38.10354381530458,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3071,False,"{'a': 0.002, 'e': 0.002154923618297613}",20,12,16.69776109538376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3072,False,"{'a': 0.002, 'e': 0.0021506180780364596}",20,8,22.673071076058996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3073,False,"{'a': 0.002, 'e': 0.0021463211402504854}",25,20,9.406344971305199,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3074,False,"{'a': 0.002, 'e': 0.0021420327877519343}",20,10,20.583855730567457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3075,False,"{'a': 0.002, 'e': 0.0021377530033873902}",25,18,15.074053728348964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3076,False,"{'a': 0.002, 'e': 0.002133481770037708}",30,19,17.080086476292678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3077,False,"{'a': 0.002, 'e': 0.0021292190706179524}",30,24,11.106297646910626,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3078,False,"{'a': 0.002, 'e': 0.0021249648880773183}",30,7,42.95587391215364,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3079,False,"{'a': 0.002, 'e': 0.00212071920539907}",25,11,25.402338647982468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3080,False,"{'a': 0.002, 'e': 0.0021164820056004687}",30,18,21.923799886276488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3081,False,"{'a': 0.002, 'e': 0.002112253271732714}",20,10,19.762552052848147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3082,False,"{'a': 0.002, 'e': 0.0021080329868808623}",20,10,17.831850212819855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3083,False,"{'a': 0.002, 'e': 0.002103821134163769}",20,12,13.820379092220858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3084,False,"{'a': 0.002, 'e': 0.0020996176967340158}",30,0,44.550131447158606,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
3085,False,"{'a': 0.002, 'e': 0.0020954226577778504}",25,11,25.31055228885463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3086,False,"{'a': 0.002, 'e': 0.0020912360005151103}",20,12,14.613651927265545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3087,False,"{'a': 0.002, 'e': 0.0020870577081991606}",25,17,14.430732094858318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3088,False,"{'a': 0.002, 'e': 0.0020828877641168243}",20,14,11.043925560299257,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3089,False,"{'a': 0.002, 'e': 0.002078726151588324}",20,9,20.756628821888995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3090,False,"{'a': 0.002, 'e': 0.002074572853967201}",30,14,26.453524576173887,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3091,False,"{'a': 0.002, 'e': 0.0020704278546402606}",35,20,31.36511614508797,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3092,False,"{'a': 0.002, 'e': 0.002066291137027497}",20,13,11.782746225806626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3093,False,"{'a': 0.002, 'e': 0.002062162684582039}",20,13,13.267011439303362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3094,False,"{'a': 0.002, 'e': 0.0020580424807900683}",20,0,26.573372269587182,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3095,False,"{'a': 0.002, 'e': 0.002053930509170765}",20,6,28.84604180980167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3096,False,"{'a': 0.002, 'e': 0.002049826753276235}",30,14,24.060937596735588,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3097,False,"{'a': 0.002, 'e': 0.0020457311966914533}",20,16,6.707263808429513,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3098,False,"{'a': 0.002, 'e': 0.002041643823034186}",25,7,34.41398206796657,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3099,False,"{'a': 0.002, 'e': 0.002037564615954933}",25,17,17.506219120042044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3100,False,"{'a': 0.002, 'e': 0.0020334935591368587}",25,12,23.233143105334676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3101,False,"{'a': 0.002, 'e': 0.002029430636295734}",25,13,20.67243965469296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3102,False,"{'a': 0.002, 'e': 0.0020253758311798604}",35,23,26.23487276728339,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3103,False,"{'a': 0.002, 'e': 0.002021329127570012}",25,13,21.467105223033585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3104,False,"{'a': 0.002, 'e': 0.0020172905092793675}",25,12,25.661339500637702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3105,False,"{'a': 0.002, 'e': 0.0020132599601534514}",20,4,24.65053683811951,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3106,False,"{'a': 0.002, 'e': 0.0020092374640700602}",25,14,22.070262268230096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3107,False,"{'a': 0.002, 'e': 0.0020052230049392044}",20,8,21.510350089537283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3108,False,"{'a': 0.002, 'e': 0.00200121656670304}",20,12,13.799602689377288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3109,False,"{'a': 0.002, 'e': 0.0019972181333358127}",20,11,18.17196719851088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3110,False,"{'a': 0.002, 'e': 0.0019932276888437817}",30,16,23.891146920296478,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3111,False,"{'a': 0.002, 'e': 0.0019892452172651635}",30,13,27.535314307712632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3112,False,"{'a': 0.002, 'e': 0.0019852707026700653}",25,15,20.03903953242699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3113,False,"{'a': 0.002, 'e': 0.001981304129160426}",20,8,25.099466130420545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3114,False,"{'a': 0.002, 'e': 0.0019773454808699456}",25,11,25.78082985514618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3115,False,"{'a': 0.002, 'e': 0.001973394741964025}",30,12,31.26710612402118,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3116,False,"{'a': 0.002, 'e': 0.0019694518966397014}",30,13,28.50306438842919,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3117,False,"{'a': 0.002, 'e': 0.0019655169291255925}",25,15,17.28847006066792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3118,False,"{'a': 0.002, 'e': 0.0019615898236818204}",20,11,17.869207814773432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3119,False,"{'a': 0.002, 'e': 0.0019576705645999587}",20,14,10.052028197893616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3120,False,"{'a': 0.002, 'e': 0.001953759136202964}",25,18,13.788699588466336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3121,False,"{'a': 0.002, 'e': 0.0019498555228451206}",25,17,13.847176266795124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3122,False,"{'a': 0.002, 'e': 0.0019459597089119686}",20,6,28.004755059158523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3123,False,"{'a': 0.002, 'e': 0.0019420716788202466}",20,11,16.979503739424736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3124,False,"{'a': 0.002, 'e': 0.0019381914170178277}",25,13,22.526661148017578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3125,False,"{'a': 0.002, 'e': 0.001934318907983663}",20,1,29.80410355254783,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3126,False,"{'a': 0.002, 'e': 0.0019304541362277093}",30,13,29.143409911544598,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3127,False,"{'a': 0.002, 'e': 0.0019265970862908743}",25,18,16.30894439892635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3128,False,"{'a': 0.002, 'e': 0.0019227477427449515}",25,15,17.01920463821928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3129,False,"{'a': 0.002, 'e': 0.0019189060901925654}",20,10,19.52667205837881,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3130,False,"{'a': 0.002, 'e': 0.0019150721132670983}",35,23,22.755332892524333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3131,False,"{'a': 0.002, 'e': 0.0019112457966326377}",35,19,31.063406472136002,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3132,False,"{'a': 0.002, 'e': 0.0019074271249839103}",25,9,28.136606688218528,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3133,False,"{'a': 0.002, 'e': 0.001903616083046228}",20,9,21.049767126855393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3134,False,"{'a': 0.002, 'e': 0.0018998126555754159}",20,14,12.107381956831569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3135,False,"{'a': 0.002, 'e': 0.001896016827357759}",20,14,12.641899056320103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3136,False,"{'a': 0.002, 'e': 0.001892228583209938}",20,16,9.03855860166922,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3137,False,"{'a': 0.002, 'e': 0.0018884479079789745}",20,11,17.865523526107392,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3138,False,"{'a': 0.002, 'e': 0.0018846747865421609}",20,6,24.462189367347644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3139,False,"{'a': 0.002, 'e': 0.0018809092038070063}",30,10,37.03248601288095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3140,False,"{'a': 0.002, 'e': 0.001877151144711173}",25,16,16.480410698180208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
